Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File,% 52 plus weeks
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,214,185,86.40%,5.6,24.9,1,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,182,77,42.30%,23,41.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,6,6,100.00%,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,692,424,61.30%,13.5,42,8,-,1,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_320,Cardiology Service,973,767,78.80%,9.3,29.4,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_330,Dermatology Service,67,67,100.00%,5.3,10.9,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,733,567,77.40%,10,32.5,1,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_400,Neurology Service,754,492,65.30%,12.8,29.9,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_410,Rheumatology Service,323,293,90.70%,6.6,18.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,33,31,93.90%,6.5,13.4,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,884",939,49.80%,18.1,49,107,-,1,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,056",746,70.60%,10.6,38.8,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,943,526,55.80%,15.6,44.1,26,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X05,Other - Surgical Services,77,33,42.90%,21.5,47.5,1,-,-,2024,5,RTT_2024_MAY,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_140,Oral Surgery Service,176,35,19.90%,34,57.5,27,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X02,Other - Medical Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"13,353","8,503",63.70%,12.2,43.3,461,3,95,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,690","1,327",78.50%,7.5,30.8,11,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,099",833,75.80%,9.5,30.2,9,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,493","1,466",58.80%,14.6,40.4,44,-,9,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"2,941","2,177",74.00%,11.9,27,3,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,402","2,069",86.10%,6.7,24.4,5,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,967","1,139",57.90%,14.5,40.6,35,-,3,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,18,18,100.00%,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,117","1,050",94.00%,6.2,16.8,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,754,726,96.30%,6.7,15.8,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,145","1,405",65.50%,12,33.5,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,853,527,61.80%,14,34.1,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,175,167,95.40%,4.2,13.7,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,142,140,98.60%,4.3,11.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,174","1,527",70.20%,11.9,38.7,29,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,831,628,75.60%,10.2,26.7,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,864,668,77.30%,10.9,24.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,344,199,57.80%,13.5,49.2,18,-,4,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,596",853,53.40%,16.4,47,58,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_101,Urology Service,"1,901","1,408",74.10%,11.3,32.6,5,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,557","2,022",44.40%,20.7,49.6,265,-,14,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,307","1,986",46.10%,19.7,46.9,134,-,3,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,086","1,499",71.90%,10.8,32.1,15,-,3,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,443","1,648",47.90%,18.9,47.4,155,-,10,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,8,8,100.00%,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,096",773,70.50%,11.6,29,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,619","1,015",62.70%,13.4,35.9,1,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_330,Dermatology Service,"1,788","1,416",79.20%,9.1,25.7,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,030",975,94.70%,5.6,16.6,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_410,Rheumatology Service,455,425,93.40%,4.9,17.2,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,79,78,98.70%,5.3,12.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,485","1,972",56.60%,14.9,44.7,106,-,3,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X02,Other - Medical Services,737,563,76.40%,10.4,24.9,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X04,Other - Paediatric Services,899,742,82.50%,10.3,22,-,-,-,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,815","1,302",71.70%,10.1,34.5,25,-,1,2024,5,RTT_2024_MAY,
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,395",763,54.70%,16,49.4,77,-,11,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"6,008","3,227",53.70%,16,48,305,-,8,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,420","4,815",57.20%,15,41.8,177,2,9,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,269","2,944",55.90%,15.3,41.2,104,1,15,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,685","3,806",81.20%,8.7,27.7,73,8,31,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"5,210","2,679",51.40%,17.4,40.5,54,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"2,398","1,139",47.50%,20,56.8,261,2,92,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"3,040","1,445",47.50%,19,53.7,273,1,54,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,554,468,84.50%,8.4,23.2,4,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,21,20,95.20%,4.3,9.8,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,895","3,186",81.80%,7.7,26.7,6,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,629","3,500",62.20%,12.9,39.2,53,-,2,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"5,361","3,009",56.10%,15.9,43.9,76,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,130","1,738",81.60%,6.6,27.8,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"9,331","3,944",42.30%,24.5,57.5,"1,269",-,244,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,997,856,85.90%,7.7,22.9,2,1,1,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,102,87,85.30%,8.4,20.4,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"6,550","3,671",56.00%,15.1,44.7,149,-,15,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"11,752","8,538",72.70%,9.9,32.9,116,-,8,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"9,388","6,694",71.30%,10.1,37,181,1,10,2024,5,RTT_2024_MAY,
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,"2,886","2,456",85.10%,5.4,24.2,11,-,4,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_100,General Surgery Service,"4,742","3,175",67.00%,11.5,36.4,30,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_101,Urology Service,"4,216","2,546",60.40%,13.5,41.6,52,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,646","2,453",52.80%,16.7,45.9,128,-,3,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"6,827","3,446",50.50%,17.8,42.6,150,-,6,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,676","3,347",71.60%,11.4,33,4,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,629",584,35.90%,23.2,52.1,131,1,23,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,2,1,50.00%,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,63,61,96.80%,1.8,13.5,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,729","1,694",62.10%,14.7,38.8,18,-,2,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,732","2,003",73.30%,11.7,26.7,2,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_330,Dermatology Service,2,2,100.00%,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,119","1,239",58.50%,15,36.7,10,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_410,Rheumatology Service,903,593,65.70%,13.1,31.5,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,188,167,88.80%,7.3,19.6,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,961","2,816",56.80%,15,43,132,4,13,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X02,Other - Medical Services,"4,387","2,684",61.20%,13.3,38.7,36,-,6,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,626,387,61.80%,13.9,37.6,2,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X05,Other - Surgical Services,660,579,87.70%,6.9,21.9,1,-,-,2024,5,RTT_2024_MAY,
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X06,Other - Other Services,283,195,68.90%,11.4,35.3,-,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_100,General Surgery Service,975,471,48.30%,18.7,41.1,18,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_101,Urology Service,"3,673","1,445",39.30%,24.6,57.9,424,7,173,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,287","1,912",58.20%,15.2,42.9,71,-,4,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,191","2,515",48.40%,18.7,43.1,100,-,4,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,381","2,447",72.40%,10.4,35.2,35,-,1,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,205",771,64.00%,13,41.8,49,-,8,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,124,71,57.30%,15.7,36.1,-,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,797",949,52.80%,16.9,39.6,22,-,2,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,484","1,614",65.00%,13.3,33.6,13,-,1,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,344","1,647",70.30%,11.2,31.3,1,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,851,498,58.50%,15.1,40.2,18,-,-,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_400,Neurology Service,"2,404","1,076",44.80%,19.9,48.3,124,-,11,2024,5,RTT_2024_MAY,
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,843,428,50.80%,17.4,41.3,15,-,2,2024,5,RTT_2024_MAY,
